id,purchase_id,product_id,quantity,price,created_at,updated_at
31,8,1379,11,185018,2022-10-21 01:46:24 UTC,2022-10-21 01:46:24 UTC
32,8,408,15,146292,2022-10-21 01:46:24 UTC,2022-10-21 01:46:24 UTC
33,9,256,12,444954,2022-10-21 01:46:24 UTC,2022-10-21 01:46:24 UTC
34,9,328,18,99071,2022-10-21 01:46:24 UTC,2022-10-21 01:46:24 UTC
35,9,232,6,394193,2022-10-21 01:46:24 UTC,2022-10-21 01:46:24 UTC
36,9,1161,21,476808,2022-10-21 01:46:24 UTC,2022-10-21 01:46:24 UTC
37,9,509,2,426592,2022-10-21 01:46:24 UTC,2022-10-21 01:46:24 UTC
38,10,419,6,410434,2022-10-21 01:46:24 UTC,2022-10-21 01:46:24 UTC
39,10,1193,14,409289,2022-10-21 01:46:24 UTC,2022-10-21 01:46:24 UTC
40,10,1410,3,453780,2022-10-21 01:46:24 UTC,2022-10-21 01:46:24 UTC
41,10,1266,15,32927,2022-10-21 01:46:24 UTC,2022-10-21 01:46:24 UTC
42,11,15,22,337208,2022-10-21 01:46:24 UTC,2022-10-21 01:46:24 UTC
43,11,462,10,25495,2022-10-21 01:46:24 UTC,2022-10-21 01:46:24 UTC
44,11,256,14,444954,2022-10-21 01:46:24 UTC,2022-10-21 01:46:24 UTC
45,11,818,7,240446,2022-10-21 01:46:24 UTC,2022-10-21 01:46:24 UTC
46,11,957,7,264843,2022-10-21 01:46:24 UTC,2022-10-21 01:46:24 UTC
47,12,350,11,11445,2022-10-21 01:46:24 UTC,2022-10-21 01:46:24 UTC
48,12,226,5,147864,2022-10-21 01:46:24 UTC,2022-10-21 01:46:24 UTC
49,13,1372,5,197605,2022-10-21 01:46:24 UTC,2022-10-21 01:46:24 UTC
50,13,253,3,337264,2022-10-21 01:46:24 UTC,2022-10-21 01:46:24 UTC
51,13,1040,6,210187,2022-10-21 01:46:24 UTC,2022-10-21 01:46:24 UTC
52,13,1337,16,54990,2022-10-21 01:46:24 UTC,2022-10-21 01:46:24 UTC
53,14,611,14,320989,2022-10-21 01:46:24 UTC,2022-10-21 01:46:24 UTC
54,15,487,22,321892,2022-10-21 01:46:24 UTC,2022-10-21 01:46:24 UTC
55,15,315,9,397697,2022-10-21 01:46:24 UTC,2022-10-21 01:46:24 UTC
56,15,76,22,469478,2022-10-21 01:46:24 UTC,2022-10-21 01:46:24 UTC
57,15,746,17,371703,2022-10-21 01:46:24 UTC,2022-10-21 01:46:24 UTC
58,15,1313,22,386144,2022-10-21 01:46:24 UTC,2022-10-21 01:46:24 UTC
59,15,1027,24,243689,2022-10-21 01:46:24 UTC,2022-10-21 01:46:24 UTC
60,16,1497,5,431790,2022-10-21 01:46:24 UTC,2022-10-21 01:46:24 UTC
61,16,1175,18,129382,2022-10-21 01:46:24 UTC,2022-10-21 01:46:24 UTC
62,17,1339,14,451202,2022-10-21 01:46:24 UTC,2022-10-21 01:46:24 UTC
63,18,226,21,147864,2022-10-21 01:46:24 UTC,2022-10-21 01:46:24 UTC
64,19,913,22,92403,2022-10-21 01:46:24 UTC,2022-10-21 01:46:24 UTC
65,19,202,8,93397,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
66,19,1321,15,159382,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
67,19,963,7,469411,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
68,20,262,8,479802,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
69,20,421,18,232184,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
70,20,815,12,162019,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
71,20,440,18,174017,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
72,20,964,9,302576,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
73,20,253,15,337264,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
74,21,1050,23,441852,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
75,21,1256,16,339646,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
76,21,688,20,138986,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
77,21,484,21,463126,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
78,21,1048,9,28617,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
79,21,282,3,91138,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
80,22,1143,7,192988,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
81,22,682,11,121749,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
82,22,1426,0,1277,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
83,22,1484,11,322489,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
84,23,4,23,311681,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
85,23,1118,21,333901,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
86,23,1233,12,169745,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
87,23,380,7,73841,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
88,23,2,11,264903,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
89,23,27,20,497957,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
90,24,1324,15,215430,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
91,24,296,17,345272,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
92,25,1045,4,35056,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
93,25,1098,10,461264,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
94,25,412,16,416560,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
95,25,809,3,319635,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
96,25,879,14,87094,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
97,26,631,10,161164,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
98,26,941,22,411223,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
99,26,391,1,382701,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
100,26,124,7,206586,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
101,26,952,0,445042,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
102,27,604,7,272301,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
103,28,427,2,386206,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
104,28,811,7,316959,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
105,28,453,3,83138,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
106,28,628,3,16588,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
107,29,294,13,458370,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
108,29,1015,2,112792,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
109,30,362,13,93576,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
110,30,936,1,5137,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
111,31,947,3,371640,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
112,31,354,17,19722,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
113,31,638,19,356620,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
114,31,943,13,183664,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
115,32,1120,5,449584,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
116,32,743,1,437834,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
117,32,1413,11,70359,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
118,32,409,2,311996,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
119,32,560,8,230587,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
120,33,718,0,488388,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
121,33,746,13,371703,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
122,33,1123,2,87619,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
123,33,692,17,319472,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
124,33,1249,19,307457,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
125,34,1038,3,358665,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
126,35,833,10,170472,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
127,35,1201,18,179775,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
128,35,1481,17,251057,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
129,35,28,10,328868,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
130,35,895,22,175357,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
131,36,1174,1,464445,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
132,36,673,9,71401,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
133,36,1415,23,292151,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
134,36,1070,22,115152,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
135,36,8,5,304314,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
136,36,570,8,207891,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
137,37,998,0,163496,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
138,37,1261,7,46052,2022-10-21 01:46:25 UTC,2022-10-21 01:46:25 UTC
139,37,1040,12,210187,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
140,37,650,1,88477,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
141,37,955,19,285098,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
142,38,1275,22,462845,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
143,38,1157,24,332464,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
144,38,150,23,79367,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
145,38,291,21,353253,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
146,38,1334,12,243671,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
147,38,332,8,403032,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
148,39,361,3,401393,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
149,39,587,9,331554,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
150,40,890,8,444729,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
151,40,12,9,328506,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
152,41,27,7,497957,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
153,41,1420,4,138963,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
154,42,18,13,208659,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
155,42,213,5,105415,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
156,42,1310,16,434221,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
157,43,753,12,196400,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
158,43,1319,21,97864,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
159,43,253,1,337264,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
160,44,488,11,420676,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
161,45,1260,24,437967,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
162,45,1500,19,30175,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
163,45,969,14,180157,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
164,45,238,0,274370,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
165,45,653,16,52375,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
166,46,488,1,420676,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
167,47,1181,23,267556,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
168,48,1006,10,276782,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
169,48,503,17,354195,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
170,48,385,8,418169,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
171,48,592,12,15430,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
172,48,911,13,31380,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
173,48,1042,3,385895,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
174,49,103,17,471969,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
175,49,605,16,376823,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
176,49,217,7,332355,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
177,49,1180,23,239076,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
178,49,23,1,297672,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
179,49,1096,0,459708,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
180,50,221,24,126318,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
181,51,151,24,333361,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
182,51,804,13,152193,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
183,52,1257,16,383143,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
184,52,460,19,246653,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
185,52,646,16,490598,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
186,52,1176,22,3614,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
187,53,347,4,169351,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
188,53,1100,4,346511,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
189,53,693,13,401199,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
190,53,1303,15,8534,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
191,54,417,13,213802,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
192,54,107,9,231487,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
193,54,387,6,187267,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
194,54,900,17,130178,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
195,54,1214,2,210893,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
196,55,1462,3,488639,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
197,55,1214,24,210893,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
198,55,280,23,119515,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
199,55,287,10,40836,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
200,56,725,14,134237,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
201,56,553,3,244513,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
202,56,1241,13,137802,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
203,56,961,14,206254,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
204,57,589,4,133803,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
205,57,1216,15,273176,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
206,57,516,23,320689,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
207,57,510,24,27309,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
208,57,781,7,80764,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
209,58,1224,4,131167,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
210,58,418,6,411473,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
211,58,407,18,143770,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
212,58,12,9,328506,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
213,59,1343,4,334747,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
214,59,1020,12,311109,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
215,59,1126,3,220213,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
216,60,83,24,434921,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
217,60,1047,13,360659,2022-10-21 01:46:26 UTC,2022-10-21 01:46:26 UTC
218,60,197,4,398213,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
219,61,749,5,292938,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
220,62,1174,1,464445,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
221,62,684,1,173022,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
222,62,526,10,156937,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
223,63,682,8,121749,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
224,63,355,12,421541,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
225,63,285,3,43823,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
226,63,689,5,66700,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
227,64,600,20,247539,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
228,64,1363,24,255516,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
229,64,1130,0,104654,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
230,64,1296,9,235537,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
231,64,751,8,48515,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
232,65,1331,7,196382,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
233,66,652,12,52574,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
234,66,448,7,372698,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
235,66,612,22,50066,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
236,67,294,9,458370,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
237,68,1490,24,289440,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
238,68,90,0,473246,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
239,68,1166,19,266942,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
240,68,395,14,370641,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
241,68,883,16,133121,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
242,68,471,0,287220,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
243,69,1397,22,111416,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
244,69,11,24,22307,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
245,69,975,24,394584,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
246,69,551,24,389127,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
247,69,962,18,496507,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
248,70,243,4,333504,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
249,70,1488,2,481568,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
250,70,1223,8,275469,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
251,70,597,15,382705,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
252,70,451,10,180801,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
253,71,1379,17,185018,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
254,71,18,7,208659,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
255,71,481,3,85737,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
256,71,647,3,280218,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
257,71,1282,9,194325,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
258,72,1324,22,215430,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
259,73,593,23,16573,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
260,73,819,17,373196,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
261,73,100,2,298426,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
262,73,782,22,499457,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
263,73,801,19,307575,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
264,74,374,19,80044,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
265,75,82,1,261645,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
266,75,828,5,24742,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
267,75,1052,23,481884,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
268,75,431,15,27062,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
269,75,292,9,461222,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
270,75,245,20,475550,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
271,76,787,19,383154,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
272,76,1100,4,346511,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
273,77,737,7,262428,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
274,77,1221,1,221814,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
275,77,1448,9,99117,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
276,78,92,0,197197,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
277,78,262,3,479802,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
278,78,950,4,331259,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
279,78,404,0,484640,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
280,78,389,5,340559,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
281,78,1363,19,255516,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
282,79,1090,23,210568,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
283,79,1490,11,289440,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
284,79,84,5,485681,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
285,79,711,9,38905,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
286,79,923,6,416528,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
287,79,532,24,134707,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
288,80,246,6,24199,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
289,80,446,22,15622,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
290,80,1386,14,206317,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
291,81,251,0,29761,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
292,81,913,17,92403,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
293,81,823,11,490228,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
294,81,1360,15,22891,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
295,81,1033,15,208394,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
296,82,293,22,163635,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
297,83,574,19,54480,2022-10-21 01:46:27 UTC,2022-10-21 01:46:27 UTC
298,83,119,21,131479,2022-10-21 01:46:28 UTC,2022-10-21 01:46:28 UTC
299,83,839,4,286202,2022-10-21 01:46:28 UTC,2022-10-21 01:46:28 UTC
300,83,81,8,353927,2022-10-21 01:46:28 UTC,2022-10-21 01:46:28 UTC
301,83,887,2,354693,2022-10-21 01:46:28 UTC,2022-10-21 01:46:28 UTC
302,83,1498,8,51644,2022-10-21 01:46:28 UTC,2022-10-21 01:46:28 UTC
303,84,142,4,57162,2022-10-21 01:46:28 UTC,2022-10-21 01:46:28 UTC
304,84,10,2,327577,2022-10-21 01:46:28 UTC,2022-10-21 01:46:28 UTC
305,84,338,20,430523,2022-10-21 01:46:28 UTC,2022-10-21 01:46:28 UTC
306,84,1270,1,462442,2022-10-21 01:46:28 UTC,2022-10-21 01:46:28 UTC
307,85,585,9,118215,2022-10-21 01:46:28 UTC,2022-10-21 01:46:28 UTC
